Stock #,Availability,Shape,Weight,Color,Clarity,Cut Grade,Polish,Symmetry,Fluorescence Intensity,Fluorescence Color,Measurements,BGM,Eye Clean,Lab,Report #,RapLab Report ID,Treatment,RapNet Price,RapNet Discount %,Cash Price,Cash Price Discount %,Depth %,Table %,Girdle Thin,Girdle Thick,Girdle %,Girdle Condition,Culet Size,Culet Condition,Crown Height,Crown Angle,Pavilion Depth,Pavilion Angle,Laser Inscription,Cert comment,Key to symbols,Member Comment,Star Length,Shade,White Inclusion,Black Inclusion,Open Inclusion,Milky,Fancy Color,Fancy Color Intensity,Fancy Color Overtone,Country,State,City,Brand,Seller Spec,Report File name,Report 2 File name,Sarine Loupe,WebsiteLink,Image 1,Image 2,Image 3,Image 4,Image 5,VideoURL 1,VideoURL 2,VideoURL 3,VideoURL 4,VideoURL 5,Document 1,Document 2,Document 3,Document 1 Type,Document 2 Type,Document 3 Type,Trade Show,Report Issue Date,Report Type,Lab Location,Pair Stock #,Is Matched Pair Separable,Allow RapLink Feed,Parcel Stones
A6800403,M,Princess,303,L,SI304,VG,VG,G,None,,6.53 x 6.43 x 5.309,,,GIA,,,,,,,,380.8,371,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800404,M,Princess,304,L,SI305,VG,VG,G,None,,6.53 x 6.43 x 5.310,,,GIA,,,,,,,,381.8,372,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800405,M,Princess,305,L,SI306,VG,VG,G,None,,6.53 x 6.43 x 5.311,,,GIA,,,,,,,,382.8,373,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800406,M,Princess,306,L,SI307,VG,VG,G,None,,6.53 x 6.43 x 5.312,,,GIA,,,,,,,,383.8,374,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800407,M,Princess,307,L,SI308,VG,VG,G,None,,6.53 x 6.43 x 5.313,,,GIA,,,,,,,,384.8,375,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800408,M,Princess,308,L,SI309,VG,VG,G,None,,6.53 x 6.43 x 5.314,,,GIA,,,,,,,,385.8,376,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800409,M,Princess,309,L,SI310,VG,VG,G,None,,6.53 x 6.43 x 5.315,,,GIA,,,,,,,,386.8,377,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800410,M,Princess,310,L,SI311,VG,VG,G,None,,6.53 x 6.43 x 5.316,,,GIA,,,,,,,,387.8,378,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800411,M,Princess,311,L,SI312,VG,VG,G,None,,6.53 x 6.43 x 5.317,,,GIA,,,,,,,,388.8,379,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800412,M,Princess,312,L,SI313,VG,VG,G,None,,6.53 x 6.43 x 5.318,,,GIA,,,,,,,,389.8,380,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800413,M,Princess,313,L,SI314,VG,VG,G,None,,6.53 x 6.43 x 5.319,,,GIA,,,,,,,,390.8,381,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800414,M,Princess,314,L,SI315,VG,VG,G,None,,6.53 x 6.43 x 5.320,,,GIA,,,,,,,,391.8,382,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800415,M,Princess,315,L,SI316,VG,VG,G,None,,6.53 x 6.43 x 5.321,,,GIA,,,,,,,,392.8,383,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800416,M,Princess,316,L,SI317,VG,VG,G,None,,6.53 x 6.43 x 5.322,,,GIA,,,,,,,,393.8,384,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800417,M,Princess,317,L,SI318,VG,VG,G,None,,6.53 x 6.43 x 5.323,,,GIA,,,,,,,,394.8,385,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800418,M,Princess,318,L,SI319,VG,VG,G,None,,6.53 x 6.43 x 5.324,,,GIA,,,,,,,,395.8,386,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800419,M,Princess,319,L,SI320,VG,VG,G,None,,6.53 x 6.43 x 5.325,,,GIA,,,,,,,,396.8,387,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800420,M,Princess,320,L,SI321,VG,VG,G,None,,6.53 x 6.43 x 5.326,,,GIA,,,,,,,,397.8,388,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800421,M,Princess,321,L,SI322,VG,VG,G,None,,6.53 x 6.43 x 5.327,,,GIA,,,,,,,,398.8,389,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800422,M,Princess,322,L,SI323,VG,VG,G,None,,6.53 x 6.43 x 5.328,,,GIA,,,,,,,,399.8,390,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800423,M,Princess,323,L,SI324,VG,VG,G,None,,6.53 x 6.43 x 5.329,,,GIA,,,,,,,,400.8,391,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800424,M,Princess,324,L,SI325,VG,VG,G,None,,6.53 x 6.43 x 5.330,,,GIA,,,,,,,,401.8,392,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800425,M,Princess,325,L,SI326,VG,VG,G,None,,6.53 x 6.43 x 5.331,,,GIA,,,,,,,,402.8,393,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800426,M,Princess,326,L,SI327,VG,VG,G,None,,6.53 x 6.43 x 5.332,,,GIA,,,,,,,,403.8,394,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800427,M,Princess,327,L,SI328,VG,VG,G,None,,6.53 x 6.43 x 5.333,,,GIA,,,,,,,,404.8,395,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800428,M,Princess,328,L,SI329,VG,VG,G,None,,6.53 x 6.43 x 5.334,,,GIA,,,,,,,,405.8,396,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800429,M,Princess,329,L,SI330,VG,VG,G,None,,6.53 x 6.43 x 5.335,,,GIA,,,,,,,,406.8,397,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800430,M,Princess,330,L,SI331,VG,VG,G,None,,6.53 x 6.43 x 5.336,,,GIA,,,,,,,,407.8,398,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800431,M,Princess,331,L,SI332,VG,VG,G,None,,6.53 x 6.43 x 5.337,,,GIA,,,,,,,,408.8,399,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800432,M,Princess,332,L,SI333,VG,VG,G,None,,6.53 x 6.43 x 5.338,,,GIA,,,,,,,,409.8,400,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800433,M,Princess,333,L,SI334,VG,VG,G,None,,6.53 x 6.43 x 5.339,,,GIA,,,,,,,,410.8,401,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800434,M,Princess,334,L,SI335,VG,VG,G,None,,6.53 x 6.43 x 5.340,,,GIA,,,,,,,,411.8,402,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800435,M,Princess,335,L,SI336,VG,VG,G,None,,6.53 x 6.43 x 5.341,,,GIA,,,,,,,,412.8,403,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800436,M,Princess,336,L,SI337,VG,VG,G,None,,6.53 x 6.43 x 5.342,,,GIA,,,,,,,,413.8,404,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800437,M,Princess,337,L,SI338,VG,VG,G,None,,6.53 x 6.43 x 5.343,,,GIA,,,,,,,,414.8,405,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800438,M,Princess,338,L,SI339,VG,VG,G,None,,6.53 x 6.43 x 5.344,,,GIA,,,,,,,,415.8,406,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800439,M,Princess,339,L,SI340,VG,VG,G,None,,6.53 x 6.43 x 5.345,,,GIA,,,,,,,,416.8,407,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800440,M,Princess,340,L,SI341,VG,VG,G,None,,6.53 x 6.43 x 5.346,,,GIA,,,,,,,,417.8,408,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800441,M,Princess,341,L,SI342,VG,VG,G,None,,6.53 x 6.43 x 5.347,,,GIA,,,,,,,,418.8,409,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800442,M,Princess,342,L,SI343,VG,VG,G,None,,6.53 x 6.43 x 5.348,,,GIA,,,,,,,,419.8,410,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800443,M,Princess,343,L,SI344,VG,VG,G,None,,6.53 x 6.43 x 5.349,,,GIA,,,,,,,,420.8,411,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800444,M,Princess,344,L,SI345,VG,VG,G,None,,6.53 x 6.43 x 5.350,,,GIA,,,,,,,,421.8,412,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800445,M,Princess,345,L,SI346,VG,VG,G,None,,6.53 x 6.43 x 5.351,,,GIA,,,,,,,,422.8,413,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800446,M,Princess,346,L,SI347,VG,VG,G,None,,6.53 x 6.43 x 5.352,,,GIA,,,,,,,,423.8,414,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800447,M,Princess,347,L,SI348,VG,VG,G,None,,6.53 x 6.43 x 5.353,,,GIA,,,,,,,,424.8,415,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800448,M,Princess,348,L,SI349,VG,VG,G,None,,6.53 x 6.43 x 5.354,,,GIA,,,,,,,,425.8,416,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800449,M,Princess,349,L,SI350,VG,VG,G,None,,6.53 x 6.43 x 5.355,,,GIA,,,,,,,,426.8,417,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800450,M,Princess,350,L,SI351,VG,VG,G,None,,6.53 x 6.43 x 5.356,,,GIA,,,,,,,,427.8,418,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800451,M,Princess,351,L,SI352,VG,VG,G,None,,6.53 x 6.43 x 5.357,,,GIA,,,,,,,,428.8,419,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800452,M,Princess,352,L,SI353,VG,VG,G,None,,6.53 x 6.43 x 5.358,,,GIA,,,,,,,,429.8,420,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800453,M,Princess,353,L,SI354,VG,VG,G,None,,6.53 x 6.43 x 5.359,,,GIA,,,,,,,,430.8,421,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800454,M,Princess,354,L,SI355,VG,VG,G,None,,6.53 x 6.43 x 5.360,,,GIA,,,,,,,,431.8,422,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800455,M,Princess,355,L,SI356,VG,VG,G,None,,6.53 x 6.43 x 5.361,,,GIA,,,,,,,,432.8,423,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800456,M,Princess,356,L,SI357,VG,VG,G,None,,6.53 x 6.43 x 5.362,,,GIA,,,,,,,,433.8,424,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800457,M,Princess,357,L,SI358,VG,VG,G,None,,6.53 x 6.43 x 5.363,,,GIA,,,,,,,,434.8,425,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800458,M,Princess,358,L,SI359,VG,VG,G,None,,6.53 x 6.43 x 5.364,,,GIA,,,,,,,,435.8,426,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800459,M,Princess,359,L,SI360,VG,VG,G,None,,6.53 x 6.43 x 5.365,,,GIA,,,,,,,,436.8,427,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800460,M,Princess,360,L,SI361,VG,VG,G,None,,6.53 x 6.43 x 5.366,,,GIA,,,,,,,,437.8,428,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800461,M,Princess,361,L,SI362,VG,VG,G,None,,6.53 x 6.43 x 5.367,,,GIA,,,,,,,,438.8,429,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800462,M,Princess,362,L,SI363,VG,VG,G,None,,6.53 x 6.43 x 5.368,,,GIA,,,,,,,,439.8,430,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800463,M,Princess,363,L,SI364,VG,VG,G,None,,6.53 x 6.43 x 5.369,,,GIA,,,,,,,,440.8,431,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800464,M,Princess,364,L,SI365,VG,VG,G,None,,6.53 x 6.43 x 5.370,,,GIA,,,,,,,,441.8,432,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800465,M,Princess,365,L,SI366,VG,VG,G,None,,6.53 x 6.43 x 5.371,,,GIA,,,,,,,,442.8,433,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800466,M,Princess,366,L,SI367,VG,VG,G,None,,6.53 x 6.43 x 5.372,,,GIA,,,,,,,,443.8,434,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800467,M,Princess,367,L,SI368,VG,VG,G,None,,6.53 x 6.43 x 5.373,,,GIA,,,,,,,,444.8,435,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800468,M,Princess,368,L,SI369,VG,VG,G,None,,6.53 x 6.43 x 5.374,,,GIA,,,,,,,,445.8,436,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800469,M,Princess,369,L,SI370,VG,VG,G,None,,6.53 x 6.43 x 5.375,,,GIA,,,,,,,,446.8,437,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800470,M,Princess,370,L,SI371,VG,VG,G,None,,6.53 x 6.43 x 5.376,,,GIA,,,,,,,,447.8,438,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800471,M,Princess,371,L,SI372,VG,VG,G,None,,6.53 x 6.43 x 5.377,,,GIA,,,,,,,,448.8,439,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800472,M,Princess,372,L,SI373,VG,VG,G,None,,6.53 x 6.43 x 5.378,,,GIA,,,,,,,,449.8,440,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800473,M,Princess,373,L,SI374,VG,VG,G,None,,6.53 x 6.43 x 5.379,,,GIA,,,,,,,,450.8,441,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800474,M,Princess,374,L,SI375,VG,VG,G,None,,6.53 x 6.43 x 5.380,,,GIA,,,,,,,,451.8,442,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800475,M,Princess,375,L,SI376,VG,VG,G,None,,6.53 x 6.43 x 5.381,,,GIA,,,,,,,,452.8,443,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800476,M,Princess,376,L,SI377,VG,VG,G,None,,6.53 x 6.43 x 5.382,,,GIA,,,,,,,,453.8,444,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800477,M,Princess,377,L,SI378,VG,VG,G,None,,6.53 x 6.43 x 5.383,,,GIA,,,,,,,,454.8,445,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800478,M,Princess,378,L,SI379,VG,VG,G,None,,6.53 x 6.43 x 5.384,,,GIA,,,,,,,,455.8,446,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800479,M,Princess,379,L,SI380,VG,VG,G,None,,6.53 x 6.43 x 5.385,,,GIA,,,,,,,,456.8,447,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800480,M,Princess,380,L,SI381,VG,VG,G,None,,6.53 x 6.43 x 5.386,,,GIA,,,,,,,,457.8,448,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800481,M,Princess,381,L,SI382,VG,VG,G,None,,6.53 x 6.43 x 5.387,,,GIA,,,,,,,,458.8,449,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800482,M,Princess,382,L,SI383,VG,VG,G,None,,6.53 x 6.43 x 5.388,,,GIA,,,,,,,,459.8,450,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800483,M,Princess,383,L,SI384,VG,VG,G,None,,6.53 x 6.43 x 5.389,,,GIA,,,,,,,,460.8,451,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800484,M,Princess,384,L,SI385,VG,VG,G,None,,6.53 x 6.43 x 5.390,,,GIA,,,,,,,,461.8,452,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800485,M,Princess,385,L,SI386,VG,VG,G,None,,6.53 x 6.43 x 5.391,,,GIA,,,,,,,,462.8,453,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800486,M,Princess,386,L,SI387,VG,VG,G,None,,6.53 x 6.43 x 5.392,,,GIA,,,,,,,,463.8,454,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800487,M,Princess,387,L,SI388,VG,VG,G,None,,6.53 x 6.43 x 5.393,,,GIA,,,,,,,,464.8,455,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800488,M,Princess,388,L,SI389,VG,VG,G,None,,6.53 x 6.43 x 5.394,,,GIA,,,,,,,,465.8,456,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800489,M,Princess,389,L,SI390,VG,VG,G,None,,6.53 x 6.43 x 5.395,,,GIA,,,,,,,,466.8,457,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800490,M,Princess,390,L,SI391,VG,VG,G,None,,6.53 x 6.43 x 5.396,,,GIA,,,,,,,,467.8,458,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800491,M,Princess,391,L,SI392,VG,VG,G,None,,6.53 x 6.43 x 5.397,,,GIA,,,,,,,,468.8,459,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800492,M,Princess,392,L,SI393,VG,VG,G,None,,6.53 x 6.43 x 5.398,,,GIA,,,,,,,,469.8,460,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800493,M,Princess,393,L,SI394,VG,VG,G,None,,6.53 x 6.43 x 5.399,,,GIA,,,,,,,,470.8,461,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800494,M,Princess,394,L,SI395,VG,VG,G,None,,6.53 x 6.43 x 5.400,,,GIA,,,,,,,,471.8,462,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800495,M,Princess,395,L,SI396,VG,VG,G,None,,6.53 x 6.43 x 5.401,,,GIA,,,,,,,,472.8,463,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800496,M,Princess,396,L,SI397,VG,VG,G,None,,6.53 x 6.43 x 5.402,,,GIA,,,,,,,,473.8,464,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800497,M,Princess,397,L,SI398,VG,VG,G,None,,6.53 x 6.43 x 5.403,,,GIA,,,,,,,,474.8,465,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800498,M,Princess,398,L,SI399,VG,VG,G,None,,6.53 x 6.43 x 5.404,,,GIA,,,,,,,,475.8,466,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800499,M,Princess,399,L,SI400,VG,VG,G,None,,6.53 x 6.43 x 5.405,,,GIA,,,,,,,,476.8,467,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800500,M,Princess,400,L,SI401,VG,VG,G,None,,6.53 x 6.43 x 5.406,,,GIA,,,,,,,,477.8,468,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
A6800501,M,Princess,401,L,SI402,VG,VG,G,None,,6.53 x 6.43 x 5.407,,,GIA,,,,,,,,478.8,469,,,,,,,,,,,,,,,,,,,,,,,,Israel,ISR,Ramat Gan,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,,
